,0
0,16.688466208012947
1,17.961479741632413
2,15.913804347826087
3,17.523766816143496
4,15.022599337748344
5,12.472978152548869
6,18.006770428015564
7,17.950650000000003
8,18.05680345572354
9,17.451327433628318
10,19.00421475163071
11,14.383076923076924
12,15.02
13,14.956651376146791
14,17.10625260525219
15,15.783348416289591
16,14.950612244897961
17,19.36926282051282
18,19.036542835481427
19,18.62937198067633
20,17.9671469740634
21,16.81399564902103
22,17.706398940864958
23,16.623868312757203
24,17.780909694555113
25,20.07993865030675
26,11.56558013193636
27,19.158174166396893
28,14.907136060894386
29,14.833322091062394
30,13.861756487025946
31,17.21695721077655
32,13.343715545755238
33,17.409828674481513
34,14.96148395164652
35,15.784798387096775
36,16.641604010025063
37,17.40923913043478
38,17.40631028938907
39,17.136152882205515
40,18.19658426966292
41,17.293150196218335
42,17.320719051149002
43,17.68732171156894
44,15.017002767892448
45,18.232514571190674
46,16.233245183226295
47,17.76152041295167
48,18.308889852558544
49,18.14493006993007
50,17.344037780401415
51,17.60649539505574
52,18.893192272309104
53,14.328566421310901
54,14.590536971830984
55,17.163122311001846
56,19.003481012658227
57,18.7765894891584
58,18.649452269170578
59,15.839339464882942
60,17.17459793814433
61,16.322286220646877
62,17.21663965424095
63,18.76374646750101
64,18.664088397790056
65,15.34872349632194
66,15.46135225375626
67,18.142841100505336
68,13.761325346312242
69,17.21948905109489
70,18.52348565356004
71,17.635478184222123
72,18.169534050179212
73,18.06544529262087
74,18.088625592417063
75,15.655841766329349
76,11.012160654518409
77,11.97956718671364
78,12.112408759124087
79,15.441238471673254
80,15.591088180112571
81,11.690542763157895
82,10.882734153263955
83,15.471799844840962
84,12.07258064516129
85,16.116288451840646
86,18.447071872227152
87,14.708240119313945
88,19.11959777492512
89,15.084977486696683
90,17.436502132845824
91,15.171043930089748
92,14.763935969868173
93,15.990438965724595
94,15.130200907323397
95,16.090860215053763
96,16.548846726190476
97,15.592204526404023
98,17.052745274527453
99,12.818923512747876
100,16.50819983708933
101,17.820311714429362
102,14.03484375
103,17.694146341463416
104,14.097692740574
105,17.778141783029003
106,17.962127867252317
107,18.15133262260128
108,18.198591549295774
109,18.67617900172117
110,17.076653883029724
111,18.52622201918684
112,16.53844911147011
113,18.017688937568455
114,14.191681363903585
115,18.048979591836737
116,13.517591125198098
117,16.856109134045077
118,17.0791914893617
119,16.063752455795676
120,17.02524049473202
121,15.676536312849164
122,19.5528551034975
123,15.501016702977488
124,16.298212689901696
125,17.064334975369462
126,12.450596359070937
127,15.28519755147468
128,17.609752925877764
129,16.96435873605948
130,16.18720217835262
131,17.046081504702194
132,18.181500572737686
133,15.791890410958905
134,18.08055888223553
135,14.948004201680673
