,0
0,15.791270319084887
1,15.892629179331308
2,15.066859344894025
3,13.523489932885907
4,16.75744680851064
5,17.597650663942797
6,15.63016639828234
7,16.35258092738408
8,16.6609375
9,16.952126499454742
10,17.87947925860547
11,13.0931884057971
12,13.042565845369584
13,16.702373706634205
14,13.814644351464436
15,17.161236424394318
16,16.58437869822485
17,15.147046843177188
18,14.225783475783476
19,19.2547062539482
20,14.150217706821481
21,17.09862745098039
22,14.58379804069329
23,13.683611825192802
24,15.235255889520714
25,17.746709585121604
26,16.601704545454545
27,14.38155526992288
28,16.033946700507613
29,15.917865612648221
30,18.589140811455845
31,18.330242424242424
32,14.33685208596713
33,16.219513841998648
34,18.145221295702374
35,13.172275334608031
36,14.518762886597937
37,15.884653465346535
38,13.88406708595388
39,16.835736434108526
40,16.358388375165124
41,15.936436597110754
42,16.976461038961038
43,17.066434648105183
44,16.4893816364772
45,17.595555555555556
46,15.018925100057174
47,15.73977823977824
48,17.469049621530697
49,17.429534005037784
50,17.668745519713262
51,16.61578947368421
52,17.157593543653707
53,17.528472222222224
54,18.576719138359568
55,13.784846153846154
56,14.86360201511335
57,15.485970636215333
58,17.128869286287088
59,18.257725694444446
60,17.304500818330606
61,18.320129870129872
62,15.901734539969832
63,18.26928746928747
64,16.320034843205573
65,18.653285621340274
66,14.547717842323651
67,16.556837209302323
68,18.82346609257266
69,17.886352941176472
70,15.33778664007976
71,15.643703007518798
72,12.811413843888072
73,11.786167512690355
74,14.401156069364163
75,11.409770491803279
76,16.325020576131685
77,16.407997118155617
78,16.21679506933744
79,16.874816487859967
80,16.637740029542098
81,16.878317621464827
82,17.56793842034806
83,17.031783601014368
84,13.449708029197081
85,12.658213474640425
86,15.30428298279159
87,14.767012601927354
88,14.40343698854337
89,17.35634995296331
90,15.304943153732081
91,16.33300248138958
92,17.23019410496046
93,16.506983240223462
94,17.062904808635917
95,15.26785980611484
96,16.018798751950076
97,14.294780545670225
98,16.836331569664903
99,13.096500920810312
100,16.791866028708135
101,16.748466864490606
102,16.805336617405583
103,18.166948130277444
104,14.203013481363996
105,12.61260997067449
106,14.440913508260447
107,11.399717912552893
108,16.503445512820512
109,16.47951334379906
110,17.148337438423646
111,16.08833333333333
112,17.128650646950092
113,15.67122769064359
114,17.573689320388347
115,14.118741450068399
