,IMO,LENGTH ,BREATH,DEPTH,DRAUGHT,TEU,LLINO
4983,9398773,151.72,23.4,11.75,8,1036.0,469912
4984,9400813,199.93,,16.6,11.28,2553.0,470143
4985,9400825,199.93,,16.6,11.28,2553.0,470144
4986,9467421,365.85,48.4,29.9,16.5,12400.0,4702401
4987,9467407,366.0,48.4,29.8,16.5,12400.0,4702402
4988,9467433,365.75,48.4,29.9,16.5,12400.0,4702808
4989,9467392,365.8,48.4,29.9,16.5,12400.0,4703556
4990,9467457,365.88,48.4,29.9,16.5,12400.0,4703806
4991,9486116,269.8,35.05,19.5,13.02,4520.0,4704014
4992,9492696,269.8,35.05,19.5,13.02,4520.0,4704016
4993,9492701,269.8,35.0,19.5,13.02,4520.0,4704221
4994,9492713,269.8,35.0,19.5,13.02,4520.0,4704223
4995,9494280,269.8,35.0,19.5,13.02,4520.0,4704224
4996,9505522,132.7,19.2,10.5,7.65,704.0,4721748
4997,9503732,366.0,48.2,29.85,15.52,13092.0,4723418
4998,9402768,142.7,22.6,11.2,8.21,1049.0,472541
4999,9404883,260.05,32.25,19.3,12.6,4578.0,475640
5000,9404871,260.05,32.25,19.3,11,4578.0,475641
5001,9404869,260.05,32.25,19.3,12.6,4578.0,475642
5002,9404857,260.05,32.25,19.3,11,4578.0,475643
5003,9402615,208.93,29.8,16.4,11.6,2546.0,476613
5004,9402627,208.94,29.8,16.4,11.6,2500.0,476627
5005,9402639,208.94,29.8,16.4,11.6,2546.0,476661
5006,9401116,363.57,45.6,29.74,16,11312.0,476682
5007,5170185,203.0,23.2,13.62,10.2,1124.0,47717
5008,9400289,335.07,42.8,24.8,14.65,8428.0,479760
5009,9400291,259.8,32.25,19.3,8.86,4253.0,479761
5010,9400306,259.8,32.25,19.3,11,4506.0,479825
5011,9402641,208.97,,16.4,11.6,2500.0,480189
5012,9401661,175.47,27.4,14.3,10.92,1740.0,482231
5013,9401673,175.46,27.4,14.3,10.92,1740.0,482246
5014,9401685,175.53,27.4,14.3,10.9,1740.0,482247
5015,9401697,175.47,27.4,14.3,10.92,1740.0,482300
5016,9401271,304.12,40.0,24.8,14.5,6655.0,482487
5017,9401283,304.16,42.5,24.8,14.5,6638.0,482503
5018,9401166,228.5,32.2,18.55,12,3426.0,482504
5019,9401178,228.62,32.22,18.55,12,3426.0,482518
5020,9401063,260.05,32.25,19.3,12.6,4253.0,482556
5021,9401075,260.05,32.28,19.3,12.6,4253.0,482557
5022,9403229,260.03,32.26,19.3,12.62,4253.0,482558
5023,9400590,132.7,19.2,10.5,7.66,672.0,484012
5024,9483475,115.47,21.0,9.21,7,606.0,4856606
5025,9483487,115.38,,9.21,7,600.0,4856841
5026,9509126,212.47,32.2,20.3,12.5,2758.0,4868030
5027,9509138,212.53,32.2,20.3,12.5,2758.0,4868031
5028,9509140,212.5,32.2,20.3,12.5,3400.0,4868032
5029,9509152,228.13,32.2,20.3,12.5,2758.0,4868033
5030,9509164,228.13,32.2,20.3,12.5,3400.0,4868034
5031,9509176,228.16,32.25,20.3,12.5,3421.0,4868035
5032,9459436,239.5,,19.2,12.5,3646.0,4868074
5033,9517422,161.32,25.0,14.9,9.5,1345.0,4868092
5034,9517434,161.23,25.0,14.9,9.5,1345.0,4868093
5035,9467419,365.82,48.4,29.8,16.5,12400.0,4868117
5036,9436874,115.7,,9.2,6.5,606.0,4876594
5037,9436886,115.42,,9.2,7,606.0,4876827
5038,9401104,363.58,45.6,29.74,16,11312.0,498117
5039,9403619,293.18,40.0,24.3,14.02,6350.0,500894
5040,9403621,295.18,40.0,24.3,14.02,6310.0,500895
5041,9477610,261.06,32.25,19.3,12.6,4249.0,5050163
5042,9439709,260.66,,19.3,12.8,3853.0,5050164
5043,9439711,260.69,,19.3,12.6,4250.0,5050165
5044,9439735,260.48,,19.3,12.6,3853.0,5050404
5045,9439747,260.63,,19.3,12.6,3853.0,5050637
5046,9478494,260.66,32.25,19.3,12.6,4250.0,5050638
5047,9477309,261.1,32.25,19.3,11,4256.0,5050639
5048,9439759,260.0,,19.3,12.99,4250.0,5050884
5049,9439761,260.52,,19.3,12.6,3853.0,5050885
5050,9494541,260.5,,19.29,12.6,3853.0,5050886
5051,9494577,299.95,40.0,24.6,14.5,6606.0,5051145
5052,9494589,299.95,,24.6,14.5,6606.0,5051146
5053,9494591,299.95,,24.6,14.5,6606.0,5051147
5054,9477323,255.29,37.3,19.6,14.11,4250.0,5051148
5055,9477385,255.4,32.25,19.6,13.02,4250.0,5051384
5056,9494606,299.95,,24.6,14.5,6606.0,5051579
5057,9461635,179.7,,15.9,9,1800.0,5051854
5058,9461647,179.67,,15.9,10.7,1810.0,5052104
5059,9494620,179.63,,15.9,10.7,1810.0,5052344
5060,9494632,179.67,,15.9,10.7,1810.0,5052345
5061,9437385,261.09,32.25,19.3,12.6,4250.0,5054386
5062,9504592,208.88,29.8,16.4,11.6,2546.0,5054901
5063,9404728,142.7,22.6,11.2,8.21,1049.0,507063
5064,9404730,142.7,22.6,11.2,8.21,1049.0,507064
5065,9504607,208.87,29.8,16.4,11.6,2546.0,5080148
5066,—,,,,—,,508668
5067,9429314,208.91,29.8,16.4,11.6,2504.0,516457
5068,9429326,208.82,29.85,16.4,11.6,2546.0,516469
5069,7036981,93.0,15.0,7.2,6.1,397.0,52133
5070,9402029,223.3,32.26,19.3,12,3100.0,524190
5071,9401130,366.06,51.2,29.9,15.6,13798.0,524451
5072,9401142,366.03,,29.9,15.6,13798.0,524480
5073,9401776,258.91,32.2,19.3,12.6,4330.0,525373
5074,9401051,260.04,32.25,19.3,12.63,4253.0,525430
5075,9399002,366.07,,29.9,15.6,13798.0,539399
5076,9399014,366.07,,29.9,15.6,13798.0,539400
5077,9399026,366.07,51.29,29.9,15.6,13798.0,539415
5078,9399038,366.07,,29.9,15.6,13798.0,539416
5079,9399040,366.07,51.24,29.9,15.6,13798.0,539417
5080,9399052,366.07,51.2,29.9,15.6,13798.0,539418
5081,9406611,299.93,40.0,24.2,14.5,6570.0,544110
5082,9406623,299.97,40.0,24.2,14.5,6570.0,544123
5083,9406635,299.93,40.0,24.2,14.5,6570.0,544124
5084,9406647,299.97,40.0,24.2,14.5,6570.0,544144
5085,9401099,299.97,40.0,24.2,14.5,6570.0,544145
5086,9402500,147.0,25.0,13.7,8.97,1060.0,544360
5087,9402512,147.0,25.0,13.7,9.87,1060.0,544361
5088,9404649,365.5,51.2,29.9,16,13200.0,553767
5089,9404651,365.52,51.22,29.9,16,14036.0,553768
5090,9404663,365.59,51.22,29.9,16.03,14036.0,553821
5091,9404675,365.58,51.2,29.9,16,14036.0,553822
5092,9404508,138.72,23.0,11.0,8.02,900.0,555370
5093,9404510,139.72,23.04,11.0,8.12,915.0,555371
5094,9404077,140.64,21.8,9.5,7.33,803.0,556479
5095,9404089,140.6,22.0,9.5,7.34,812.0,556497
5096,9401269,116.5,15.9,8.2,6.16,457.0,557762
5097,9403853,148.0,,11.0,8.15,1102.0,557967
5098,9411408,117.0,19.7,8.5,6.45,500.0,560126
5099,9404015,169.04,26.45,14.0,10,648.0,562655
5100,9404027,169.04,26.45,14.2,10,648.0,562701
5101,9404039,169.04,26.45,14.2,10,648.0,562717
5102,9404209,261.03,32.25,19.3,12.6,4256.0,563095
5103,9404613,142.7,22.6,11.2,8.2,1043.0,564430
5104,9404821,129.59,20.85,10.8,7.4,698.0,564599
5105,9405033,230.93,32.2,18.8,12,3534.0,566166
5106,9405100,147.84,23.25,11.5,8.5,1118.0,567527
5107,9405112,147.87,23.28,11.5,11.5,1118.0,567528
5108,9403396,258.91,32.26,19.3,12.6,4330.0,569030
5109,9436214,140.61,21.8,9.5,7.34,812.0,5719950
5110,9436305,140.62,21.8,9.5,7.34,804.0,5721054
5111,—,124.5,,8.6,—,,576106
5112,9437531,294.0,32.26,21.8,12,5089.0,5796249
5113,9437543,294.0,32.26,21.8,12,2815.0,5796250
5114,9437555,294.0,32.26,21.8,12,5089.0,5796492
5115,9437567,294.0,32.26,21.8,12,5089.0,5796540
5116,9437048,294.09,32.2,17.0,13.62,5301.0,600981
5117,9437050,294.05,32.2,17.0,13.62,5301.0,600982
5118,9437062,294.05,32.2,17.0,13.62,5301.0,600983
5119,9431680,261.12,32.25,19.3,12.6,4250.0,601005
5120,9431692,261.09,32.25,19.3,12.6,4250.0,601006
5121,9431707,260.93,32.25,19.3,12.6,4250.0,601007
5122,9431719,261.05,32.25,19.3,12.6,4256.0,601008
5123,9418652,261.01,32.25,19.3,12.62,4250.0,601009
5124,9431800,261.04,32.25,19.3,12.6,4256.0,601011
5125,9431757,261.07,32.25,19.3,12.6,4250.0,601012
5126,9431769,261.03,32.25,19.3,12.6,4250.0,601013
5127,9431812,261.04,32.25,19.3,12.6,4256.0,601014
5128,9431824,261.09,32.25,19.3,12.6,4256.0,601015
5129,9415844,304.19,40.0,24.8,14.5,6966.0,601065
5130,6819673,79.41,11.64,5.21,4.45,77.0,60624
5131,5076987,90.0,11.4,7.0,4.4,86.0,60651
5132,9408774,230.99,32.2,18.8,13,3534.0,610685
5133,9409041,261.49,32.25,19.5,12.5,4228.0,610687
5134,9410260,175.1,27.9,13.8,8.5,1713.0,610688
5135,9410301,175.1,27.9,13.8,8.5,1713.0,610689
5136,9406752,210.0,32.2,16.7,11.52,2664.0,610701
5137,9406831,147.87,23.25,11.5,8.51,1118.0,610702
5138,9407134,294.13,32.68,22.1,13.65,5041.0,610706
5139,9408449,115.37,,9.21,7,600.0,610707
5140,9409053,261.49,,19.5,12.52,4228.0,610724
5141,9409170,299.26,40.26,20.3,20.3,6572.0,610725
5142,9409352,223.3,32.26,19.3,12,3100.0,610741
5143,9408877,349.65,45.6,22.81,15.02,9954.0,610742
5144,9409209,300.0,40.26,24.6,14.5,6572.0,610762
5145,9409194,300.0,40.26,24.6,14.5,6572.0,610764
5146,9406738,349.7,45.6,27.2,15.02,9954.0,610765
5147,9410296,175.1,27.9,13.8,8.5,1713.0,610766
5148,9408956,179.62,27.63,15.89,10.72,1810.0,610784
5149,9407146,294.13,32.68,22.1,13.67,5041.0,610785
5150,9406960,176.83,27.4,14.3,10.9,1740.0,610786
5151,9407160,294.13,32.68,22.1,13.67,5041.0,610787
5152,9409182,300.0,40.26,24.6,14.5,6572.0,610788
5153,9410284,175.1,27.9,13.8,8.5,1713.0,610789
5154,9407158,294.13,32.68,22.1,13.67,5041.0,610807
5155,9408865,349.7,45.6,27.2,15.02,9954.0,610808
5156,9408372,142.7,22.6,11.2,8.2,1043.0,610809
5157,9408853,349.65,45.6,22.81,15.02,9954.0,610810
5158,9409039,261.49,32.25,19.5,12.52,4228.0,610811
5159,9406180,265.03,32.25,19.3,12.6,4254.0,610826
5160,9408841,349.65,45.6,22.81,15.02,9954.0,610828
5161,9409027,261.49,32.25,19.5,12.52,4228.0,610829
5162,9406764,210.0,32.2,16.7,11.52,2664.0,610842
5163,9408451,115.38,20.8,9.21,7,606.0,610889
5164,9408657,106.68,,5.8,4.22,368.0,610946
5165,9410272,175.1,27.9,13.8,8.5,1713.0,610987
5166,9407885,294.1,32.29,17.0,13.62,5301.0,611016
5167,9406271,139.2,19.6,11.0,8.3,880.0,611122
5168,7105471,240.11,30.54,18.29,10.7,2128.0,61443
5169,9412787,171.99,27.6,14.0,9.51,1577.0,625017
5170,9412799,161.85,25.6,12.9,9.05,1032.0,625018
5171,9412804,161.85,25.6,12.9,9.07,1032.0,625019
5172,9412816,171.99,27.6,14.0,9.52,1700.0,625020
5173,9412828,171.99,27.6,14.0,9.52,1700.0,625021
5174,9412830,171.99,27.6,14.0,9.52,1700.0,625022
5175,9412842,171.99,27.6,14.0,9.52,1700.0,625023
5176,9415947,184.0,24.5,14.2,9,1604.0,625035
5177,9415959,184.0,24.5,14.2,9,1529.0,625036
5178,9412854,169.99,27.6,14.0,9.52,1708.0,625038
5179,9412866,161.85,25.6,12.9,9.07,1032.0,625039
5180,9415985,145.13,22.6,11.2,8.21,1015.0,625057
5181,9415997,145.1,22.6,11.2,8.2,1015.0,625058
5182,9415296,210.86,,19.0,12,2732.0,625113
5183,9416006,145.1,,11.2,8.2,1015.0,625116
5184,9416018,145.1,22.6,11.2,8.2,1015.0,625117
5185,9412244,86.01,20.0,5.7,4,241.0,625196
5186,9413509,124.5,19.8,8.8,6.46,525.0,625197
5187,9415727,302.0,43.39,20.14,14.23,6724.0,625211
5188,9412476,140.65,23.2,11.5,8.7,880.0,625322
5189,9412488,140.71,23.2,11.5,8.7,880.0,625340
5190,9412517,157.69,23.2,11.51,8.6,880.0,625343
5191,9412529,157.65,23.2,11.5,8.6,880.0,625344
5192,9412531,157.71,23.2,11.51,8.6,880.0,625345
5193,9412608,132.69,19.2,10.5,7.65,672.0,625375
5194,9414125,132.7,19.2,10.5,7.65,704.0,625411
5195,9414137,132.7,19.2,10.5,7.65,700.0,625412
5196,9410727,363.0,45.6,29.74,15.5,11356.0,627574
5197,9410741,363.0,45.6,29.74,15.5,11356.0,627576
5198,9410753,363.0,45.6,29.74,15.5,11356.0,627577
5199,9410765,363.0,45.6,29.74,15.5,11356.0,627578
5200,9410777,363.0,45.6,29.74,15.5,11356.0,627579
5201,9410789,363.0,45.6,29.7,15.5,11356.0,627580
5202,9410791,363.0,45.6,29.74,15.5,11356.0,627669
5203,9410806,363.0,45.6,29.74,15.5,11356.0,627670
5204,9411367,179.63,27.6,15.9,10.7,1810.0,627705
5205,9411379,179.67,27.63,15.9,10.7,1810.0,627706
5206,9411381,179.66,27.6,15.9,10.7,1810.0,627722
5207,9390616,294.0,32.26,21.8,12,5091.0,635366
5208,9400514,294.0,32.26,21.8,12,5089.0,635530
5209,9403437,147.74,,11.51,8.5,1118.0,636887
5210,—,,,,—,,638736
5211,9435818,139.17,22.6,11.8,8.8,970.0,644970
5212,9435820,139.1,22.6,11.8,8,970.0,644971
5213,9436082,175.44,27.7,14.3,14.3,1740.0,646246
5214,9436094,175.44,27.7,14.3,10.92,1740.0,646274
5215,9436068,176.84,27.4,14.3,10.9,1672.0,646291
5216,9436070,176.84,27.4,14.3,10.9,1740.0,646292
5217,9474395,158.0,23.5,11.9,8.6,1085.0,6468057
5218,9474383,157.94,23.5,11.9,8.6,1085.0,6468426
5219,5148352,71.0,11.51,6.81,6.02,75.0,6657
5220,9433444,129.58,20.6,10.8,7.4,698.0,668859
5221,9433937,129.58,,10.8,7.4,698.0,668860
5222,9433949,129.52,20.6,10.8,7.4,698.0,668890
5223,9433456,129.6,20.6,10.8,7.4,698.0,668891
5224,9418640,231.0,32.2,18.8,12.02,3534.0,668896
5225,9419773,230.98,32.2,18.8,12,3534.0,668897
5226,9419785,230.94,32.2,18.8,12,3534.0,668898
5227,9419797,230.9,32.2,18.8,12,3534.0,668899
5228,9433145,179.7,27.6,15.9,15.9,1794.0,668910
5229,9433157,179.75,27.6,15.9,15.9,1794.0,668911
5230,9430868,175.45,27.4,14.3,10.9,1740.0,668918
5231,9430870,175.56,,14.3,10.9,1740.0,668919
5232,9433054,175.48,27.4,14.3,10.9,1740.0,668920
5233,9433066,175.46,27.4,14.3,10.9,1740.0,668921
5234,9484998,305.6,40.06,24.29,12,6589.0,6781366
5235,9485007,305.6,40.06,24.29,12,6589.0,6781368
5236,9492878,95.9,,7.2,5.65,,7006845
5237,7408952,144.0,21.5,11.1,8.59,626.0,70644
5238,9432220,168.11,26.8,14.0,9.62,1421.0,709147
5239,9511686,49.9,,4.5,3,160.0,7211189
5240,9511715,49.9,,4.5,2.76,160.0,7211190
5241,9511698,49.9,,4.5,3,160.0,7211192
5242,9511727,49.9,,4.5,2.76,160.0,7211410
5243,9511703,49.9,,4.5,2.76,160.0,7211455
5244,9511674,49.9,,4.5,3,160.0,7211456
5245,9417256,322.97,42.8,24.9,13,8063.0,726579
5246,9417244,322.97,42.8,24.9,13,8063.0,726581
5247,9417270,322.97,42.8,24.9,14.5,8063.0,726583
5248,9417268,322.97,42.8,24.9,13,8063.0,726584
5249,9429194,157.64,23.2,11.5,8.6,1025.0,726882
5250,9429209,140.68,23.2,11.51,8.7,877.0,726887
5251,9429211,140.69,23.2,11.51,8.7,877.0,726888
5252,9426805,294.0,32.2,18.8,13.5,5086.0,726907
5253,9426817,293.89,32.2,21.8,13.5,5086.0,726908
5254,9449687,139.17,22.6,9.2,8.8,957.0,726923
5255,9449699,139.17,22.6,11.8,8.8,957.0,726924
5256,9515591,171.99,28.0,14.0,9.52,1577.0,7279661
5257,9515618,171.99,27.6,14.0,9.51,1708.0,7279662
5258,9515620,171.99,27.6,14.0,9.52,1708.0,7279664
5259,9515606,171.99,28.0,14.0,9.52,1708.0,7279938
5260,9501514,49.9,,4.5,2.76,160.0,7283086
5261,9501564,49.9,,4.5,2.76,160.0,7283541
5262,9501540,49.9,,4.5,2.76,160.0,7283542
5263,9501552,49.9,,4.5,2.76,160.0,7283968
5264,9501538,49.9,,4.5,2.76,160.0,7283970
5265,9501526,49.9,,4.5,2.76,160.0,7286925
5266,9428322,161.3,25.3,14.9,9.5,1345.0,731765
5267,9436173,175.45,27.4,14.3,14.3,1740.0,731936
5268,9436185,175.44,27.4,14.3,14.3,1740.0,731937
5269,9435674,175.51,27.4,14.3,10.9,1740.0,731939
5270,9435686,175.48,27.4,14.3,10.9,1740.0,731940
5271,9436422,230.93,32.2,18.8,12,3534.0,731950
5272,9436434,230.91,32.2,18.8,12.02,3534.0,731952
5273,9436472,230.9,,18.8,12,3534.0,731954
5274,9436484,230.95,,18.8,12,3534.0,731955
5275,9436458,230.92,32.2,18.8,12,3534.0,731956
5276,7432678,108.0,18.81,8.62,6.5,270.0,73345
5277,7024457,88.0,14.56,7.37,5.01,150.0,73465
5278,9422574,124.5,20.0,8.8,6.46,525.0,735225
5279,9430040,132.69,19.2,10.5,7.65,704.0,738091
5280,9430052,131.5,19.2,10.5,7.65,704.0,738092
5281,9430064,131.5,19.2,10.5,7.65,704.0,738093
5282,9430090,132.7,19.2,10.5,7.65,704.0,738094
5283,—,105.1,,,—,,739629
5284,9498688,129.62,20.6,10.8,10.8,698.0,739936
5285,9498690,129.6,20.6,10.8,7.4,698.0,739937
5286,9419060,139.36,19.8,10.5,7.65,642.0,744059
5287,9448669,157.92,23.5,11.9,8.6,1085.0,7454703
5288,9448671,158.08,23.75,11.9,8.6,1085.0,7454704
5289,9448683,158.0,,11.9,8.6,1085.0,7454705
5290,9448695,157.08,,11.9,8.6,1085.0,7454707
5291,9430765,264.95,32.25,19.3,12.6,4258.0,746915
5292,9430777,265.07,32.25,19.3,12.6,4254.0,746916
5293,9430789,265.1,32.25,19.3,12.6,4254.0,746917
5294,9419632,210.0,30.1,16.7,11.52,2664.0,747369
5295,9419644,210.0,30.1,16.7,11.52,2664.0,747377
5296,9419656,210.0,32.2,16.7,11.52,2602.0,747380
5297,9419668,210.0,30.1,16.7,16.7,2602.0,747381
5298,9439498,262.05,,19.3,12.5,4255.0,748117
5299,9440772,262.08,32.25,19.3,12.5,4255.0,748118
5300,9440784,262.07,32.25,19.3,12.5,4255.0,748119
5301,9440796,262.07,,19.3,12.5,4255.0,748120
5302,9440801,262.06,,19.3,12.5,4255.0,748121
5303,9440813,262.07,32.25,19.3,12.5,4255.0,748122
5304,9440825,262.09,32.25,19.3,12.5,4255.0,748123
5305,9440837,262.07,32.25,19.3,12.5,4255.0,748124
5306,9434905,210.1,,16.7,11.5,2556.0,748125
5307,9434917,210.09,30.2,16.7,11.5,2556.0,748126
5308,9434929,210.1,,16.7,11.5,2556.0,748127
5309,9434931,210.09,30.2,16.7,11.5,2556.0,748128
5310,9434943,210.09,30.2,16.7,11.5,2556.0,748129
5311,9446104,210.08,30.25,16.7,11.5,2556.0,748130
5312,9429223,157.65,23.2,11.5,8.6,877.0,748183
5313,9429235,157.63,23.54,11.5,8.6,877.0,748184
5314,9418298,263.0,32.2,19.5,13.2,4400.0,749841
5315,9419539,264.0,32.2,19.5,13.2,4400.0,749842
5316,9416965,294.12,32.2,21.8,13.52,4888.0,749845
5317,9416977,294.12,32.2,21.8,13.52,4888.0,749847
5318,9416989,294.12,32.2,21.8,13.52,4888.0,749848
5319,9416991,294.12,32.2,21.8,13.52,4888.0,749850
5320,9491630,106.79,,5.8,4.18,368.0,750260
5321,9491642,106.75,,5.8,4.18,368.0,750261
5322,9446893,105.6,20.0,7.4,5.6,376.0,750333
5323,9451472,199.93,,16.6,11.27,2450.0,750625
5324,9451484,199.93,,16.6,11.27,2553.0,750627
5325,9451496,199.93,,16.6,11.27,2450.0,750632
5326,9424900,302.0,43.39,24.81,14.23,6724.0,752998
5327,9424912,302.0,43.4,20.14,14.23,6724.0,752999
5328,9424924,302.0,43.4,20.14,14.23,6724.0,753000
5329,9424936,302.0,43.4,20.14,14.23,6724.0,753001
5330,9443580,260.0,32.3,19.3,12.6,4253.0,753788
5331,9450571,260.0,32.3,19.3,12.6,4253.0,753790
5332,9450583,260.0,32.3,19.3,12.6,4253.0,753978
5333,9450595,260.0,32.3,19.3,12.6,4253.0,753981
5334,9440045,260.05,32.29,19.3,11,4506.0,753982
5335,9445502,260.05,32.25,19.3,11,4578.0,753983
5336,9445514,260.05,32.25,19.3,12.6,4578.0,753984
5337,9445526,260.05,32.25,19.3,12.6,4578.0,753985
5338,9445538,260.05,32.25,19.3,11,4578.0,753989
5339,9451915,228.0,37.3,19.3,12.45,3650.0,754012
5340,9451927,228.0,37.3,19.3,12.45,3650.0,754014
5341,9451939,228.0,37.3,19.3,12.45,3650.0,754015
5342,9451965,228.0,37.3,19.3,12.45,3650.0,754016
5343,9449819,334.04,42.8,24.6,15,8465.0,754164
5344,9450600,334.04,42.8,24.6,15,8465.0,754165
5345,9450612,334.04,42.8,24.6,15,8465.0,754166
5346,9430155,161.26,,13.9,9.9,1304.0,754279
5347,9431331,160.84,,13.9,9.9,1304.0,754280
5348,9440150,212.51,32.2,20.3,12.5,2758.0,755056
5349,9440306,212.59,32.2,20.3,12.5,2758.0,755058
5350,9445887,212.5,,20.3,12.5,2758.0,755060
5351,9445899,212.5,,20.3,12.5,2758.0,755061
5352,9445904,212.48,32.29,20.3,12.5,2758.0,755065
5353,9445916,212.51,33.0,20.3,12.5,2758.0,755067
5354,9444716,299.9,43.2,24.2,13.5,7090.0,755957
5355,9444728,299.9,43.2,24.2,13.5,7090.0,755959
5356,9444730,299.9,42.79,24.2,13.5,7090.0,755962
5357,9444742,299.9,43.2,24.2,13.5,7090.0,755964
5358,9450375,334.11,43.0,24.8,14.61,8580.0,755995
5359,9450387,334.07,43.0,24.8,14.61,8580.0,755999
5360,9450399,335.94,43.0,24.5,14.61,8749.0,756059
5361,9450404,335.06,43.0,24.5,14.61,8749.0,756062
5362,9441001,365.49,,29.9,16,14036.0,756468
5363,9449821,180.43,25.0,14.2,9.5,1496.0,756528
5364,9449833,180.36,25.0,14.2,9.5,1496.0,756531
5365,9449845,180.37,,14.2,9.5,1496.0,756537
5366,9449857,180.36,25.0,14.2,9.5,1496.0,756541
5367,9449869,180.35,,14.2,9.5,1496.0,756545
5368,9450624,334.04,,24.6,15,8465.0,756950
5369,9450636,334.04,42.8,24.6,15,8465.0,756951
5370,9450648,334.0,42.8,24.6,15,8465.0,756953
5371,9430583,184.14,25.3,13.5,9.89,1730.0,756959
5372,9420136,132.6,19.2,9.19,7.19,679.0,756989
5373,9430193,151.72,,11.75,8,1036.0,757121
5374,9448748,334.07,42.79,24.8,14.5,8500.0,757382
5375,9448750,334.07,,24.8,14.52,8500.0,757390
5376,9448762,334.0,43.0,24.8,13,8500.0,757394
5377,9448774,334.0,43.0,24.8,14.5,8500.0,757396
5378,9448786,334.0,43.0,24.8,14.5,8500.0,757397
5379,9448798,334.07,43.0,24.8,14.52,8500.0,757398
5380,9448803,334.0,43.0,24.8,14.61,8500.0,757400
5381,9448815,334.07,43.0,24.8,14.52,8500.0,757403
5382,9445588,262.06,,19.3,12.5,4255.0,757408
5383,9445576,262.06,32.25,19.3,10.8,4255.0,757409
5384,9438523,300.0,40.11,24.6,14.52,6500.0,758034
5385,9438535,299.2,40.11,24.6,14.52,6572.0,758035
5386,9443011,222.5,32.26,19.3,12,3398.0,758040
5387,9443023,222.5,32.26,19.3,12,3398.0,758041
5388,9443035,222.56,32.32,19.3,12.02,3398.0,758042
5389,9443047,222.55,32.2,19.3,12,3398.0,758043
5390,9443059,222.54,32.2,19.3,12.02,3398.0,758044
5391,9433793,334.99,42.8,24.8,14.65,8533.0,758301
5392,9436355,334.98,42.8,24.8,14.65,8533.0,758304
5393,9436367,334.98,42.8,24.8,14.65,8533.0,758306
5394,9436379,334.91,42.8,24.8,14.65,8633.0,758307
5395,9448827,239.63,32.29,19.2,12.5,3635.0,758515
5396,9449106,239.49,32.29,19.2,12.5,3635.0,758516
5397,9449118,239.48,32.28,19.2,12.5,3635.0,758517
5398,9449120,239.51,,19.2,12.5,3635.0,758518
5399,9465306,366.45,48.2,29.85,16,13092.0,759787
5400,9465318,366.45,48.2,29.85,16,13092.0,759788
5401,9440576,129.66,20.6,10.8,7.4,690.0,760645
5402,9440588,129.66,20.6,10.8,7.4,698.0,760646
5403,9440590,129.59,20.6,10.8,7.4,700.0,760647
5404,9440605,129.62,20.6,10.8,7.41,700.0,760648
5405,9428229,129.62,24.0,10.8,7.4,700.0,760659
5406,9462794,168.11,,14.0,9.6,1425.0,761229
5407,9450430,335.47,43.0,24.5,14.61,8749.0,761555
5408,9450428,335.08,43.0,24.5,14.61,8749.0,761559
5409,9450442,335.47,43.0,24.5,14.61,8749.0,761568
5410,9450416,335.08,43.0,24.5,14.61,8749.0,761570
5411,9442172,262.08,32.2,19.5,12.5,4400.0,762298
5412,9444417,262.08,32.2,19.5,12.5,4400.0,762299
5413,9456977,262.07,32.2,19.5,12.5,4255.0,762301
5414,9456989,262.08,,19.5,12.5,4255.0,762303
5415,9456953,262.08,,19.5,12.5,4255.0,762306
5416,9456965,262.06,32.2,19.5,12.52,4255.0,762309
5417,9456991,249.12,37.43,22.1,14,4500.0,762312
5418,9457000,249.12,32.2,22.1,13.5,4500.0,762314
5419,9461506,335.63,42.8,24.8,14.52,8586.0,762326
5420,9461491,335.0,42.8,24.8,14.52,8586.0,762327
5421,9461489,335.23,42.8,24.8,14.5,8586.0,762328
5422,9461477,335.23,42.8,24.8,14.52,8586.0,762329
5423,9461465,335.23,42.8,24.8,14.52,8586.0,762331
5424,9431630,171.0,,14.0,9.35,1691.0,762345
5425,9429273,140.66,23.2,11.5,8.7,880.0,762656
5426,9429261,140.67,23.2,11.5,8.7,880.0,762683
5427,9463310,266.65,,16.8,12.7,4432.0,762842
5428,9463346,266.65,35.4,16.8,12.72,4432.0,762853
5429,9463267,266.65,35.4,16.8,12.72,4432.0,762855
5430,9463293,266.65,35.4,16.8,12.72,4432.0,762858
5431,9463281,266.65,35.4,19.5,12.72,4432.0,762868
5432,9458999,266.65,35.4,16.8,12.72,4432.0,762874
5433,9463279,266.65,35.4,16.8,12.72,4432.0,762875
5434,9465241,366.36,48.2,29.85,16,13092.0,762878
5435,9465253,366.46,48.2,29.85,16,13092.0,762879
5436,9465265,366.46,48.2,29.85,16,13092.0,762881
5437,9465277,366.36,48.2,29.85,16.5,13092.0,762884
5438,9465289,366.43,48.2,29.85,16,13092.0,762886
5439,9444273,293.18,40.0,24.3,14.02,6350.0,762888
5440,9444285,295.18,40.0,24.3,14.02,6350.0,762891
5441,9463085,293.18,40.0,19.4,14.02,6350.0,762892
5442,9465291,366.37,48.2,29.85,16,13092.0,762912
5443,7613430,80.02,13.61,6.81,4.61,122.0,77654
5444,9454242,158.01,23.5,11.9,8.6,1085.0,8028642
5445,9455909,175.44,27.4,14.3,10.92,1740.0,8082323
5446,9434802,147.83,23.25,11.5,8.5,1118.0,808792
