,IMO,LENGTH ,BREATH,DEPTH,DRAUGHT,TEU,LLINO
1429,9865958,172.07,,14.3,9.77,1800.0,12976410
1430,9870006,172.07,,14.3,9.77,1800.0,12976412
1431,9868314,399.9,,25.63,16.53,23500.0,12976416
1432,9865972,172.07,,14.3,9.77,1800.0,12976423
1433,9866251,169.95,26.9,14.85,9.6,1368.0,12976424
1434,9868364,400.0,,33.2,16.5,23000.0,12976426
1435,9865960,172.07,,14.3,9.77,1800.0,12976431
1436,9868352,399.9,,33.2,16.53,23820.0,12976435
1437,9865855,146.0,,11.5,8.52,1091.0,12976438
1438,9869978,172.07,,14.3,9.77,1800.0,12976442
1439,9865879,146.0,,11.5,8.52,1091.0,12976447
1440,9869980,172.07,,14.3,9.77,1800.0,12976486
1441,9867724,172.07,,14.3,9.77,1800.0,12976489
1442,9866249,169.95,26.9,14.85,9.6,1380.0,12976490
1443,9865881,185.99,,11.5,11.03,1091.0,12976491
1444,9866005,172.07,,14.3,9.77,1800.0,12976494
1445,9868340,399.9,61.5,33.2,16.53,23000.0,12976496
1446,9870836,186.0,,17.9,11,2700.0,12979795
1447,9870850,186.0,,17.9,11,2700.0,12979810
1448,9870848,186.0,,17.9,11,2700.0,12979812
1449,9871476,203.5,,16.6,11.5,3036.0,12988002
1450,9871517,203.5,34.8,17.0,10.5,3036.0,12988006
1451,9871490,203.5,,16.6,11.53,3036.0,12988014
1452,9871361,175.0,,17.0,10.5,2038.0,12988027
1453,9871373,175.0,,17.0,10.5,2038.0,12988034
1454,9871488,203.5,,16.6,11.53,3036.0,12988037
1455,9871426,175.0,,16.5,10.5,2038.0,12988044
1456,9871414,175.0,,17.0,10.5,2038.0,12988048
1457,9872248,172.0,,14.2,—,1800.0,12988051
1458,9871347,175.03,,17.0,10.5,2038.0,12988056
1459,9871397,175.0,,,10.5,2038.0,12988057
1460,9871385,175.0,,17.0,10.5,2038.0,12988063
1461,9871323,175.0,,16.5,10.5,2038.0,12988065
1462,9872236,172.0,,14.2,8.5,1800.0,12988066
1463,9871359,175.0,,16.5,10.5,2038.0,12988070
1464,9871335,175.03,,16.5,10.5,2038.0,12988072
1465,9871505,203.5,34.8,16.6,10.5,3036.0,12988077
1466,9872391,195.0,,17.0,10,2500.0,12988078
1467,9871464,203.5,,16.6,11.5,3036.0,12988079
1468,9872389,195.0,,17.0,11.22,2500.0,12988081
1469,9871440,203.5,,16.6,11.5,3036.0,12988087
1470,9872406,195.0,,17.0,11.22,2500.0,12988117
1471,9872377,195.0,,17.0,11.22,2500.0,12988122
1472,9871452,203.5,,16.6,11.5,3036.0,12988123
1473,9871402,175.0,,,9.5,2038.0,12988125
1474,9871311,175.0,,16.5,10.5,2038.0,12988129
1475,9869186,365.16,,29.85,16,15876.0,12989966
1476,9864590,209.75,,16.8,11.2,2940.0,12989972
1477,9864588,209.75,,16.8,11.2,2800.0,12989988
1478,9869215,366.0,,29.85,16,15300.0,12989990
1479,9869227,365.16,,29.85,16,15300.0,12989994
1480,9869174,365.16,,29.85,16,15876.0,12989997
1481,9869203,365.16,,29.85,16,15300.0,12990003
1482,9869198,365.16,,29.85,16,15876.0,12990010
1483,9864576,209.75,,16.8,11.2,2800.0,12990025
1484,9864526,209.75,,16.8,11.2,2800.0,12990032
1485,9869239,365.16,,29.85,16,15300.0,12990033
1486,9871165,185.99,,17.9,11.03,2806.0,12990068
1487,9868431,186.0,,17.1,11,2750.0,12990073
1488,9864564,209.75,,16.8,11.2,2940.0,12990075
1489,9869162,365.16,,29.85,16,15876.0,12990083
1490,9864540,209.75,33.0,16.8,11.2,2800.0,12990089
1491,9864502,209.75,,16.8,11.2,2940.0,12990103
1492,9864538,209.75,32.8,16.8,11.2,2800.0,12990118
1493,9864552,209.75,,16.8,11.2,2940.0,12990124
1494,9864514,209.75,32.8,16.8,11.2,2940.0,12990148
1495,9857676,180.0,,16.2,10.7,2400.0,12994108
1496,9870977,141.0,,11.2,8.2,1000.0,12994831
1497,9893876,172.0,,17.0,9.5,2300.0,12997567
1498,9875379,199.98,,17.9,11,3100.0,12997571
1499,9893864,171.94,,17.0,10.5,2300.0,12997573
1500,9875355,186.0,,17.9,11,2756.0,12997577
1501,9875367,199.98,,17.9,11,3100.0,12997591
1502,9875381,199.98,,17.9,11,3100.0,12997604
1503,9878503,334.0,48.43,27.0,15.5,11714.0,13003208
1504,9878515,334.0,,26.8,15.5,11714.0,13003238
1505,9879375,172.07,,14.3,9.77,1800.0,13005982
1506,9879363,172.07,27.0,27.4,9.75,1800.0,13005994
1507,9885166,172.0,,16.8,9.5,2200.0,13013253
1508,9885178,172.0,32.2,16.8,8.5,2200.0,13013264
1509,9885142,172.0,,16.8,9.5,2200.0,13013275
1510,9885130,172.0,,16.8,9.5,2200.0,13013283
1511,9885154,172.0,,17.0,9.5,2200.0,13013287
1512,9882217,196.16,,16.8,11.72,2500.0,13015129
1513,9882229,196.16,,16.8,11.72,2500.0,13015132
1514,9882205,196.16,,16.8,11.72,2500.0,13015170
1515,9863895,137.3,23.0,,5.1,932.0,13016074
1516,9882516,366.0,,30.2,15.5,15000.0,13017551
1517,9882487,366.0,,30.2,15.5,15000.0,13017566
1518,9882504,366.0,,30.2,15.5,15000.0,13017572
1519,9882528,366.0,,30.2,15.5,15000.0,13017574
1520,9882499,366.0,,30.2,15.5,15000.0,13017579
1521,9746724,146.24,,10.8,7.9,822.0,13023176
1522,9884289,141.0,,11.2,8.2,1011.0,13031589
1523,9886067,172.07,,14.3,9.77,1800.0,13039850
1524,9886079,172.07,,14.3,9.77,1800.0,13039871
1525,9893591,196.16,,16.8,11.72,2500.0,13046278
1526,9891933,141.0,,11.2,8.2,1006.0,13050230
1527,9884904,141.0,,11.2,8.2,1011.0,13050232
1528,9898187,134.0,25.0,,—,1140.0,13051608
1529,9888405,119.9,,7.3,5.2,558.0,13051955
1530,9888390,119.9,,7.3,5.2,558.0,13051958
1531,9886811,120.0,21.0,,4.5,600.0,13055477
1532,9837092,236.0,,21.0,10.8,2525.0,13060330
1533,9866471,171.99,,14.5,9.75,1900.0,13060709
1534,9866469,171.99,,14.5,10.32,1900.0,13060726
1535,9879533,125.0,21.0,10.2,7,500.0,13064087
1536,9877731,195.0,,17.0,11.5,2500.0,13064253
1537,9877729,194.99,,17.0,11.5,2500.0,13064362
1538,—,140.0,,,—,720.0,1307927
1539,9635183,50.0,10.0,,—,,13117175
1540,9466245,366.45,48.2,29.85,15.5,13100.0,1319945
1541,9472127,366.45,48.2,29.85,15.52,13100.0,1319946
1542,9472139,366.45,48.2,29.85,15.5,13092.0,1320159
1543,9472141,366.45,48.2,29.85,15.52,13100.0,1320264
1544,9472153,366.45,48.2,29.85,15.52,13100.0,1320265
1545,9472165,366.45,48.2,29.85,15.5,13114.0,1320992
1546,9472177,366.45,48.2,29.85,14.5,13100.0,1320993
1547,9472189,366.44,48.2,29.85,15.5,13700.0,1322010
1548,9893905,399.9,,33.2,14.5,23000.0,13283786
1549,9893890,399.9,,33.2,15,23000.0,13283834
1550,9893943,399.9,61.5,33.2,15,23992.0,13283838
1551,9893955,399.99,61.5,33.2,17,24000.0,13283840
1552,9919254,172.0,27.5,14.6,10,1911.0,13283846
1553,9893917,399.9,,33.2,17.03,23000.0,13283849
1554,9919242,172.0,,17.1,10.01,2700.0,13283899
1555,9893929,399.9,,33.2,17.03,23000.0,13283903
1556,9893931,399.98,,26.71,17.03,23000.0,13283904
1557,9889320,119.9,,7.3,3.8,,13296608
1558,9894985,366.0,,30.2,14.5,15000.0,13301753
1559,9895006,366.0,51.0,30.2,16,15254.0,13301897
1560,9894961,366.0,,30.2,16,15000.0,13301906
1561,9894997,366.0,51.0,30.2,16,15254.0,13301909
1562,9894973,366.0,,30.2,14.5,15000.0,13301950
1563,9903463,141.9,,11.4,8.2,1096.0,13313173
1564,9896995,399.8,,33.2,16.5,23656.0,13318353
1565,9896983,399.8,,33.2,16.5,23656.0,13318354
1566,9897028,399.8,,33.2,16.5,23656.0,13318356
1567,9897004,399.8,,33.2,16.5,23656.0,13318366
1568,9897016,399.8,,33.2,16.5,23656.0,13318393
1569,9879545,125.0,21.0,10.2,—,,13321260
1570,9898242,,,,—,1350.0,13355503
1571,9898266,,,,—,1350.0,13355504
1572,9904522,172.07,27.4,14.3,9.77,1778.0,13363543
1573,9904534,172.07,,14.0,9.75,1800.0,13363552
1574,9904510,172.07,,14.0,9.76,1800.0,13363579
1575,9904508,172.07,,14.3,9.77,1800.0,13363614
1576,9875068,171.98,28.0,14.0,9.52,1984.0,13365978
1577,9894650,171.93,,16.8,10.02,2200.0,13369595
1578,9894674,172.0,,16.8,9.5,2200.0,13369613
1579,9890886,171.98,,14.5,9.52,1900.0,13369614
1580,9903267,171.98,28.46,15.0,8.5,1900.0,13369618
1581,9894686,172.0,,16.8,9.5,2200.0,13369619
1582,9890874,171.98,,14.5,9.52,1900.0,13369620
1583,9894662,171.93,,16.8,10.02,2200.0,13369632
1584,9890898,171.98,,14.5,9.52,1900.0,13369664
1585,9903255,171.98,28.46,15.0,8.5,1900.0,13369669
1586,9903243,171.98,,15.0,9.5,1900.0,13369687
1587,9894648,171.93,,16.8,10.02,2200.0,13369693
1588,9875070,171.98,,14.5,9.52,1984.0,13374228
1589,9866598,171.98,,14.0,9.52,1984.0,13377433
1590,9893589,196.16,,16.8,11.72,2500.0,13382358
1591,9908059,335.0,51.0,17.0,14,14000.0,13389198
1592,9907249,146.0,,11.5,8.5,1091.0,13389203
1593,9907380,146.0,,11.5,8.5,1091.0,13389215
1594,9908047,335.0,,17.0,14,14000.0,13389222
1595,9907407,146.0,23.35,11.5,8.5,1091.0,13389223
1596,9907251,146.0,,11.5,8.5,1091.0,13389227
1597,9907392,146.0,,11.5,8.5,1091.0,13389228
1598,9907263,146.0,,11.5,8.5,1091.0,13389232
1599,9908126,399.99,61.3,33.2,14.5,23000.0,13393501
1600,9887009,171.95,,14.5,9.76,1800.0,13416664
1601,9886990,171.95,,14.5,9.76,1844.0,13416677
1602,9912206,99.6,,7.0,4.5,415.0,13416688
1603,9911874,141.93,,11.4,8.2,1096.0,13418519
1604,9893979,399.99,61.5,33.2,17,23888.0,13418528
1605,9893993,399.99,61.5,33.2,17,23888.0,13420546
1606,9913822,171.98,,14.5,9.5,1900.0,13424301
1607,9913810,171.98,29.0,15.0,9.5,1900.0,13424320
1608,9915820,146.5,,11.2,8.2,1011.0,13428100
1609,9915818,146.5,,11.2,8.2,1011.0,13428105
1610,9915375,119.9,,7.3,5.2,558.0,13430332
1611,9915387,119.9,,7.3,5.2,558.0,13430337
1612,9915985,147.9,,12.0,8.55,1100.0,13437254
1613,9915973,147.9,,12.0,8.55,1100.0,13437266
1614,9915997,147.9,,12.0,8.55,1100.0,13437281
1615,9834533,119.9,,7.3,5.2,680.0,13437286
1616,9915961,148.0,24.0,12.0,8.55,1100.0,13437298
1617,7617905,247.9,27.44,16.15,10.08,2325.0,134563
1618,9932505,366.0,,30.0,—,15000.0,13462284
1619,9918729,171.9,,15.0,8.5,1800.0,13471414
1620,9918705,171.9,28.45,15.0,8.5,1800.0,13471421
1621,9918731,171.99,,15.0,8.5,1800.0,13471425
1622,9918717,171.9,,15.0,8.5,1800.0,13471432
1623,9918688,171.95,28.45,14.5,8.5,1800.0,13471433
1624,9918690,171.9,,14.5,8.5,1800.0,13471435
1625,9913872,194.9,,17.0,11.22,2400.0,13478434
1626,9913860,194.9,,17.0,11.22,2400.0,13478454
1627,9913884,194.9,32.2,17.0,11.2,2476.0,13478455
1628,9919589,171.98,,15.0,9.52,1900.0,13478489
1629,9913896,194.9,32.2,17.0,11.2,2400.0,13478490
1630,9913901,194.9,32.2,17.0,11.2,2400.0,13478509
1631,9919498,194.9,32.26,17.0,10,2400.0,13478510
1632,9897755,366.0,,16.0,16,14000.0,13479844
1633,9897767,366.0,,16.0,16,14000.0,13479845
1634,9897779,366.0,,16.0,16,14000.0,13479846
1635,9897781,366.0,,20.0,16,14000.0,13479847
1636,9919462,194.9,,17.0,11.22,2476.0,13492740
1637,9919474,194.9,32.2,17.0,10,2400.0,13492741
1638,9919486,194.9,,17.0,11.22,2476.0,13492743
1639,9913858,194.9,,17.0,10,2400.0,13494968
1640,9909132,399.99,61.5,33.2,14.5,24004.0,13494970
1641,9928205,200.0,36.4,20.6,11,3500.0,13508491
1642,9928188,200.0,36.4,20.6,13,3500.0,13508494
1643,9928190,200.0,36.4,20.6,11,3500.0,13508503
1644,9924182,365.9,51.0,29.9,29.9,15000.0,13513766
1645,9924235,365.9,51.0,29.9,14.5,15500.0,13513772
1646,9924194,365.9,51.0,29.9,29.9,15000.0,13513773
1647,9924211,365.9,51.0,29.9,29.9,15000.0,13513774
1648,9924209,365.9,51.0,29.9,29.9,15000.0,13513775
1649,9924223,365.9,51.0,29.9,29.9,15000.0,13513781
1650,9897793,366.0,,29.85,16,14812.0,13543845
1651,9925722,172.07,,14.0,9.77,1800.0,13545842
1652,9923968,172.0,27.5,14.6,10,1911.0,13545844
1653,9923970,172.0,27.5,14.6,10,1911.0,13545848
1654,9930052,399.53,61.51,33.2,17,24100.0,13549830
1655,9925540,119.9,,7.3,5.2,558.0,13549833
1656,9925538,119.9,,7.3,5.2,558.0,13549839
1657,9930038,399.9,61.5,33.2,17,23000.0,13549840
1658,9930040,399.8,61.5,33.2,17,23000.0,13549853
1659,9924077,188.8,,17.15,11.52,2700.0,13552655
1660,9926099,188.9,,17.1,9.5,2400.0,13552663
1661,9926128,188.9,32.2,17.1,11.5,2400.0,13552668
1662,9926116,188.9,32.2,17.1,11.5,2400.0,13552679
1663,9912828,139.9,25.0,11.5,8,1014.0,13552680
1664,9893852,171.95,32.23,16.7,10.5,2200.0,13559588
1665,9932830,185.99,35.25,17.2,11,2600.0,13561138
1666,9932828,185.99,,17.2,9.5,2600.0,13561141
1667,9932878,185.99,35.25,17.2,11,2600.0,13561142
1668,9927110,171.9,,14.5,9.71,1800.0,13561144
1669,9932854,185.99,35.25,15.0,11,2600.0,13561145
1670,9927108,171.9,,14.5,9.71,1800.0,13561147
1671,9932866,185.99,35.25,17.2,11,2600.0,13561148
1672,9932842,185.99,35.25,15.0,11,2600.0,13561151
1673,9929247,146.0,,11.5,8.5,1091.0,13567096
1674,9927275,366.0,51.0,29.85,29.85,14812.0,13567097
1675,9927263,366.0,51.0,29.85,16,14812.0,13567098
1676,9927251,366.0,51.0,29.85,16,14812.0,13567101
1677,9924429,366.0,51.0,29.85,16,14846.0,13567102
1678,9927299,366.0,51.0,29.85,29.85,14812.0,13567103
1679,9929259,146.0,23.35,11.5,8.5,1091.0,13567110
1680,9927287,366.0,,29.85,29.85,14812.0,13567115
1681,9929235,146.0,,11.5,8.5,1091.0,13567116
1682,9912799,139.9,25.0,11.5,8,1000.0,13569448
1683,9926104,188.9,,17.1,9.5,2400.0,13569451
1684,9929261,146.0,23.35,11.5,8.5,1091.0,13575461
1685,9929273,146.0,23.35,11.5,8.5,1091.0,13575464
1686,9930375,203.5,34.83,16.6,10.5,3013.0,13580704
1687,9555175,171.9,28.45,14.5,8.5,1800.0,13580707
1688,9554688,203.5,,16.6,11.5,3013.0,13580708
1689,9555230,171.9,28.45,14.5,8.5,1800.0,13580710
1690,9554092,203.5,,16.6,11.5,3013.0,13580716
1691,9555242,171.9,,14.5,14.5,1800.0,13580724
1692,9930399,203.5,35.1,16.6,10.5,3013.0,13580725
1693,9555254,171.9,28.45,14.5,8.5,1800.0,13580727
1694,9553763,203.5,,16.6,11.5,3013.0,13580728
1695,9938901,228.0,,19.6,14,4614.0,13585057
1696,9938913,228.0,,19.6,14,4614.0,13585059
1697,9938925,228.0,,19.6,14,4614.0,13585061
1698,9938937,228.0,,19.6,14,4614.0,13585064
1699,9938949,228.0,,19.6,14,4614.0,13585067
1700,9938884,228.0,,19.6,14,4614.0,13585069
1701,9938872,288.0,,19.6,14,4614.0,13585073
1702,9938896,228.0,,19.6,14,4614.0,13585076
1703,9555125,335.0,,27.3,13,13100.0,13587718
1704,9555096,335.0,,27.3,13,13100.0,13587719
1705,9555101,335.0,,27.3,13,13000.0,13587721
1706,9555113,335.0,,27.3,13,13100.0,13587724
1707,9929429,399.99,,23.0,17,24232.0,13587734
1708,9554078,203.5,,16.6,11.5,3013.0,13591023
1709,9555228,171.9,28.45,14.5,8.5,1800.0,13591025
1710,9554080,203.5,,16.6,11.5,3013.0,13591029
1711,9553995,203.5,,16.6,11.5,3013.0,13591030
1712,9930387,203.5,35.1,16.6,10.5,3013.0,13591042
1713,9554054,203.5,,16.6,11.5,3013.0,13591046
1714,9555137,171.9,28.45,14.5,8.5,1800.0,13591048
1715,9931721,172.0,,14.3,9.75,1800.0,13592428
1716,9931094,366.0,51.0,30.0,16.1,15000.0,13592430
1717,9930935,365.9,,29.9,29.9,15000.0,13592437
1718,9931109,366.0,51.0,30.0,16.1,15000.0,13597312
1719,9933808,228.0,,20.0,14,4600.0,13602280
1720,9933810,228.0,,20.0,14,4600.0,13602303
1721,7707413,120.4,17.84,8.8,6.49,431.0,136103
1722,9915002,171.95,,14.3,9.5,1868.0,13612163
1723,9915026,171.95,,14.3,9.5,1868.0,13612169
1724,9915014,171.95,,14.3,9.5,1868.0,13612184
1725,9941051,185.99,,17.2,11,2600.0,13618004
1726,9941063,185.99,,17.2,11,2600.0,13618012
1727,9932892,364.0,51.0,29.85,14.5,15934.0,13620037
1728,9935088,335.0,,27.3,16,13248.0,13627257
1729,9935090,335.0,,27.3,16,13248.0,13627276
1730,8577279,,,,—,,13635878
1731,9936197,185.99,35.6,17.9,11,2806.0,13647184
1732,9936147,179.9,,14.2,10,1170.0,13647196
1733,9936185,185.99,35.6,17.9,11,2806.0,13648237
1734,9936472,171.95,,17.0,16.7,2500.0,13648240
1735,9936460,168.6,,17.0,16.7,2500.0,13648248
1736,9936202,185.99,35.6,17.9,11,2806.0,13648250
1737,9936458,168.6,,17.0,16.7,2500.0,13648256
1738,9934357,366.0,51.12,25.0,16,15000.0,13653322
1739,9937488,171.9,24.29,13.6,9.5,1500.0,13659727
1740,9937402,172.0,,14.6,10,1900.0,13659730
1741,9935959,172.0,27.5,14.6,10,1911.0,13659735
1742,9935947,172.0,27.5,14.6,10,1911.0,13659741
1743,9937476,171.9,24.29,13.6,9.5,1500.0,13659745
1744,9928621,172.0,27.5,14.6,10,1911.0,13659750
1745,9935870,172.0,27.5,14.6,10,1911.0,13659754
1746,9938303,255.0,42.8,24.6,14,7100.0,13673553
1747,9940758,172.07,,14.0,9.75,1809.0,13676282
1748,9940760,172.07,,14.34,9.77,1800.0,13676284
1749,9939266,171.96,27.4,14.1,9.5,1614.0,13676295
1750,9939876,171.95,27.5,14.3,8.5,1868.0,13676297
1751,9940174,148.0,,10.9,7.86,1006.0,13686867
1752,9943607,146.5,23.64,11.4,7.4,1023.0,13686877
1753,9943786,172.0,,14.3,9.75,1809.0,13716102
1754,9931513,146.0,,12.0,8.5,1091.0,13716113
1755,9931525,146.0,23.35,11.5,8.5,1091.0,13716114
1756,9940203,171.9,,14.5,9.71,1800.0,13716115
1757,9944730,171.99,28.4,14.5,9.7,1800.0,13727724
1758,9932476,335.12,51.0,27.3,13,13212.0,13727726
1759,9951135,172.0,27.4,14.3,8.75,1809.0,13727734
1760,9951147,172.0,27.4,14.3,8.75,1809.0,13727737
1761,9943619,146.5,23.64,11.4,7.4,1023.0,13731840
1762,9943592,146.5,23.64,11.4,7.4,1023.0,13731913
1763,9943267,399.9,61.5,33.2,17,24000.0,13732667
1764,9914151,189.0,32.0,17.0,11.52,2700.0,13746260
1765,9947653,147.9,23.25,11.5,8.5,1140.0,13747699
1766,9947380,171.99,28.4,14.5,8.5,1800.0,13747701
1767,9947732,171.99,28.4,14.5,8.5,1800.0,13754623
1768,9947457,181.68,,14.2,10.1,2070.0,13754625
1769,9947445,181.68,,14.0,10.1,2070.0,13754627
1770,9947720,171.99,28.4,15.0,9.7,1800.0,13754638
1771,9946635,172.0,27.4,14.0,9.75,1908.0,13758417
1772,7813810,118.0,18.22,10.3,8.02,443.0,137651
1773,9945473,330.0,48.2,27.2,27.2,11800.0,13800890
1774,9945485,330.0,48.2,27.2,27.2,11800.0,13800891
1775,9951159,172.0,27.4,14.3,8.75,1809.0,13801685
1776,9491599,139.26,22.83,11.8,8.8,916.0,13806351
1777,9236224,175.0,27.0,14.0,9.5,1740.0,13806838
1778,9944742,172.0,28.4,15.0,9.7,1800.0,13811030
1779,9946348,172.0,27.5,15.0,10,1911.0,13811038
1780,9953171,167.0,25.0,13.0,9.5,1500.0,13811466
1781,9950076,172.0,27.5,14.6,10,1900.0,13811743
1782,9950064,172.0,,15.0,10,1900.0,13811747
1783,9936446,171.95,,17.0,16.7,2500.0,13813004
1784,9913834,171.98,28.46,15.0,8.5,1900.0,13820446
1785,9960447,166.37,25.0,11.8,8.43,,13821621
1786,—,140.0,20.0,,7.8,815.0,13828820
1787,9914993,171.95,,14.0,8.5,1868.0,13828981
1788,—,182.0,30.0,,—,,13829069
1789,9957048,171.95,27.5,14.5,10,1800.0,13833073
1790,9931501,146.0,23.25,11.5,8.5,1091.0,13833771
1791,9854650,74.05,17.2,4.9,—,,13844049
1792,—,139.9,25.0,,—,,13845745
1793,9946233,171.9,28.4,14.5,9.7,1800.0,13846101
1794,9958078,137.7,,11.0,8.29,1000.0,13854590
1795,9958066,137.7,25.0,11.0,8.2,1000.0,13854597
1796,9854076,,,,—,,13855036
1797,9934735,399.99,,23.0,17,24232.0,13857173
1798,9919450,171.98,28.4,14.5,9.5,1984.0,13857177
1799,9941805,172.03,27.55,14.6,10,1911.0,13857183
1800,9941817,172.03,27.55,14.6,10,1911.0,13857184
1801,9936525,334.0,,26.8,13,11714.0,13857189
1802,9913846,171.98,,15.0,9.52,1984.0,13857199
1803,9953391,186.0,,17.4,8.5,2800.0,13859789
1804,9955533,221.0,,17.0,10.1,2782.0,13859798
1805,9936513,334.0,,26.8,15.5,11850.0,13860086
1806,9935868,172.0,27.5,14.6,10,1911.0,13860100
1807,9951355,209.75,32.8,16.8,9.5,2940.0,13860106
1808,9941104,171.99,28.4,14.5,9.7,1800.0,13860192
1809,—,,,,—,120.0,13860270
1810,9971757,182.0,30.0,14.2,10.1,,13863532
1811,9946245,171.9,28.45,15.0,8.5,1800.0,13864190
1812,9963736,171.99,,15.0,9.7,1800.0,13864195
1813,9185970,135.0,17.0,,5.5,,13866219
1814,9961271,141.9,,11.0,8.21,1096.0,13872058
1815,9962524,141.9,22.5,11.4,8.2,1096.0,13872059
1816,9961532,141.9,,11.0,8.2,1096.0,13872060
1817,9961544,141.9,,11.0,—,1096.0,13872164
1818,9944675,136.48,,9.0,6.31,670.0,13872166
1819,9941116,171.99,28.4,14.5,8.5,1800.0,13882225
1820,—,167.05,25.3,13.3,9.5,,13886146
1821,9958860,171.99,28.4,14.5,8.5,1800.0,13886532
1822,9972127,171.99,,14.5,9.7,1800.0,13900835
1823,9970428,171.99,,15.0,9.5,1800.0,13905681
1824,9970430,171.99,,15.0,9.5,1800.0,13905682
1825,9970442,171.99,,15.0,10.32,1800.0,13905684
1826,9508902,335.0,51.0,27.3,13,13212.0,13906388
1827,9520039,335.0,51.0,27.3,13,13212.0,13906432
1828,9520041,335.0,51.0,27.3,13,13212.0,13906446
1829,9520053,335.0,51.0,27.3,13,13212.0,13906448
1830,9937335,330.0,,,27.2,11923.0,13906956
1831,9937347,330.0,48.2,27.2,27.2,11923.0,13907045
1832,8356340,121.0,16.0,,—,,13907234
1833,9940772,172.07,,14.0,9.77,1809.0,13908110
1834,9940784,172.07,,14.3,9.75,1809.0,13908168
1835,9928633,172.0,27.5,14.0,10,1911.0,13909977
1836,9950519,146.0,23.35,11.5,8.5,1091.0,13910151
1837,9937311,330.0,,27.2,27.2,11523.0,13910920
1838,9943774,172.0,27.4,14.3,9.75,1809.0,13911155
1839,9940215,171.9,,14.5,9.71,1800.0,13911340
1840,9940227,171.9,,14.5,8.5,1800.0,13911342
1841,9940239,171.9,,14.5,9.71,1800.0,13911368
1842,8356766,,,,—,,13911475
1843,9939292,172.0,27.4,14.1,9.5,1614.0,13911555
1844,9939307,172.0,27.4,14.1,9.5,1614.0,13911557
1845,9937323,330.0,48.2,27.2,27.2,11923.0,13911583
1846,9934369,366.0,51.0,30.2,16,15000.0,13911585
1847,8591615,,,,—,,13911778
1848,9932933,171.98,28.4,14.5,8.5,1984.0,13912094
1849,9932945,171.98,28.4,14.5,8.5,1984.0,13912099
1850,9877511,165.35,,12.0,8.3,1200.0,13912352
1851,9952397,188.8,32.2,17.1,11.5,2693.0,13912654
1852,9905679,,,,—,,13914097
1853,9936068,181.68,,14.0,10.1,1976.0,13914628
1854,8357007,,,,—,,13915022
1855,8357667,118.0,16.2,8.0,—,,13915696
1856,9905497,139.85,,,7.8,,13916222
1857,9978224,182.0,30.0,14.2,10.1,,13945817
1858,9988334,158.0,27.0,,—,,13948368
1859,9978248,182.0,30.0,14.0,10.1,,13948377
1860,9986776,182.0,30.0,14.2,10.1,,13948483
1861,4194304,140.0,,10.0,7.3,,13950958
1862,9985083,118.9,21.6,9.2,5.75,,13954730
1863,9978559,182.0,30.0,14.0,10.1,,13960148
1864,8358063,140.0,20.0,,—,,13960239
1865,9985069,118.9,21.6,9.2,5.75,,13962035
1866,8593297,140.0,20.0,,—,,13965311
1867,9990911,182.0,30.0,14.0,10.1,,13968161
1868,9945265,99.9,,7.0,4.5,415.0,13984174
1869,9981348,184.8,,15.0,10.55,2206.0,13993566
1870,8535453,140.0,21.0,,—,,13995744
1871,9981776,197.0,32.2,17.0,11.2,2838.0,14022329
1872,7922116,104.0,20.41,6.3,3.87,246.0,141433
1873,7813822,118.8,18.24,10.3,6.85,443.0,143216
1874,7813834,118.0,18.22,10.3,8.01,320.0,143264
1875,7905481,74.71,14.38,9.7,5.55,,143576
1876,7928237,101.0,17.0,9.0,5.35,328.0,145504
1877,7715393,104.0,16.77,8.1,5.95,300.0,146545
1878,7826025,96.55,15.0,8.2,5.7,235.0,146546
1879,8104474,126.0,20.43,8.7,2.02,584.0,150300
1880,7928249,101.3,17.0,9.0,5.35,326.0,150574
1881,7926069,120.81,20.81,10.5,6.75,576.0,150757
1882,8020630,126.47,20.01,8.7,6.56,571.0,152157
1883,7907984,262.18,32.44,20.12,11.61,3027.0,153502
1884,8104486,126.47,20.01,8.7,6.57,584.0,153503
1885,7907996,262.18,32.24,20.12,11.61,3027.0,155547
1886,8203646,106.47,19.02,10.4,7.71,413.0,156152
1887,8201624,203.06,25.4,15.9,9.82,1438.0,156265
1888,8125557,100.0,,8.0,6,292.0,157154
1889,8201636,203.06,25.4,15.91,9.82,1438.0,157545
1890,8110564,134.45,20.86,10.5,10.5,672.0,157640
1891,8204078,92.92,15.5,9.45,6.44,,157771
1892,8208892,127.17,19.92,11.0,8.3,617.0,160506
1893,8201648,203.06,25.4,15.9,9.82,1438.0,161051
1894,9454357,175.38,27.4,14.3,10.9,1740.0,1612420
1895,9491628,175.38,27.4,14.3,10.9,1740.0,1612421
1896,9491654,106.62,,5.8,4.22,368.0,1612430
1897,9508299,139.08,,11.8,8.8,998.0,1612431
1898,9491604,139.26,,11.8,8.8,916.0,1612433
1899,9491616,139.26,,11.8,8.8,957.0,1612434
1900,9434618,184.03,25.3,13.5,9.89,1730.0,1620062
1901,8426743,99.89,13.8,7.7,6.15,,162427
1902,8107610,79.0,13.21,6.0,4.37,100.0,162667
1903,9435038,208.9,,16.4,11.6,2546.0,1631733
1904,7106920,131.0,19.41,10.6,8.21,272.0,16344
1905,9472103,208.91,29.8,16.4,11.6,2500.0,1648951
1906,8201923,121.39,20.86,10.4,7.8,512.0,165536
1907,8306735,147.0,22.2,10.9,7.9,724.0,170653
